term	dominance
tired of	-0.096
baggy	-0.096
of note	-0.096
tweak	-0.096
underlying	-0.096
down pat	-0.096
as such	-0.096
the underground	-0.096
whose	-0.096
to come	-0.096
middleman	-0.096
jam session	-0.096
take calls	-0.096
financial aid	-0.096
in cahoots	-0.096
vernal	-0.098
monad	-0.098
sneak in	-0.098
lane	-0.098
femininity	-0.098
vise	-0.098
faith in	-0.098
northwest	-0.098
sally	-0.098
stalls	-0.098
looker	-0.098
yesss	-0.098
morph	-0.098
stun	-0.098
breath	-0.098
peering	-0.098
verbosity	-0.098
rum	-0.098
patter	-0.098
woohoo	-0.098
ingredient	-0.098
toots	-0.098
huggy	-0.098
depose	-0.098
thumbprint	-0.098
locker room	-0.098
omit	-0.098
bronze medal	-0.098
cleanup	-0.098
sever	-0.098
crossing	-0.098
light into	-0.098
calender	-0.098
scion	-0.098
baking	-0.098
croc	-0.098
eld	-0.098
layaway	-0.098
counterfeit	-0.098
other half	-0.098
postpone	-0.098
flue	-0.098
spic	-0.098
picket	-0.098
flux	-0.098
dependant	-0.098
burke	-0.098
old days	-0.098
wrongdoing	-0.098
oral sex	-0.100
long ago	-0.100
summer school	-0.100
pay in	-0.100
however	-0.100
quarry	-0.100
bluebird	-0.100
put down	-0.100
slave owner	-0.100
make noise	-0.100
talk back	-0.100
writ large	-0.100
cartouche	-0.100
damn it	-0.100
name up	-0.100
on probation	-0.100
motel	-0.100
shaken up	-0.100
gay community	-0.100
laterally	-0.100
such a	-0.100
the devil	-0.100
bon voyage	-0.100
long pants	-0.100
laudatory	-0.100
gene therapy	-0.100
trash collector	-0.100
water bottle	-0.100
hang up	-0.100
jazz	-0.100
car keys	-0.100
carry over	-0.100
paper work	-0.100
webinar	-0.100
vista	-0.100
trash bin	-0.100
addresses	-0.100
a handful	-0.100
cow milk	-0.100
track meet	-0.100
the same	-0.100
tell on	-0.100
awful	-0.100
screen door	-0.100
other side	-0.100
ring out	-0.100
running away	-0.100
hard left	-0.100
transphobic	-0.100
detach	-0.100
pass to	-0.100
move away	-0.100
deportation	-0.100
middle age	-0.100
mingle with	-0.100
far side	-0.100
rockin	-0.100
all clear	-0.100
go against	-0.100
autumn	-0.100
false statements	-0.100
screwed up	-0.100
argue with	-0.100
wade through	-0.100
gangway	-0.100
like cats	-0.100
bode well	-0.100
drive out	-0.100
on about	-0.100
closeness	-0.100
snooze button	-0.100
civic center	-0.100
sign up	-0.100
walk	-0.100
offensive line	-0.100
glassware	-0.100
excuse for	-0.100
chicken wing	-0.100
recycling bin	-0.100
only when	-0.100
wassup	-0.100
nine times	-0.100
gravy train	-0.100
mixed drink	-0.100
egg roll	-0.100
vax	-0.100
collagen	-0.100
first down	-0.100
crystal meth	-0.100
tennis ball	-0.100
estate tax	-0.100
onion rings	-0.100
tailor	-0.100
fairy tale	-0.100
shortstop	-0.100
tax cut	-0.100
buy order	-0.100
narcotic	-0.100
going away	-0.100
house floor	-0.100
all wet	-0.100
beyond belief	-0.100
take turns	-0.100
shoot for	-0.100
chillin	-0.100
blue suit	-0.100
screwy	-0.100
pumpkin pie	-0.100
crank up	-0.100
ice storm	-0.100
camouflage	-0.100
bag up	-0.100
car window	-0.100
placebo effect	-0.100
north	-0.100
junk food	-0.100
tarot card	-0.100
first love	-0.102
sneak	-0.102
mamma	-0.102
manual	-0.102
housewife	-0.102
kern	-0.102
rubber band	-0.102
era	-0.102
jacked up	-0.102
sacrilegious	-0.102
gay people	-0.102
condemnation	-0.102
behold	-0.102
contracted	-0.102
psi	-0.102
sin	-0.102
anagram	-0.102
winch	-0.102
pickpocket	-0.102
bothering	-0.102
lounging	-0.102
folklore	-0.102
homicide	-0.103
look after	-0.104
no disgust	-0.104
ice coffee	-0.104
tended to	-0.104
account name	-0.104
caloric	-0.104
cold one	-0.104
dictionary definition	-0.104
potty training	-0.104
chicken wings	-0.104
surrender to	-0.104
render	-0.104
plumber	-0.104
technical foul	-0.104
faction	-0.104
cold shoulder	-0.104
break in	-0.104
link up	-0.104
wave back	-0.104
ever after	-0.104
press corps	-0.104
day camp	-0.104
ice maker	-0.104
god awful	-0.104
have it	-0.104
ballroom	-0.104
gay male	-0.104
phase me	-0.104
alter ego	-0.104
self destruct	-0.104
stuff it	-0.104
garbage bag	-0.104
hear out	-0.104
touch for	-0.104
long distance	-0.104
close up	-0.104
medium term	-0.104
and all	-0.104
had enough	-0.104
pajama pants	-0.104
hocus pocus	-0.104
beat down	-0.104
buyer beware	-0.104
number two	-0.104
diesel	-0.104
hazmat suit	-0.104
just then	-0.104
dog fight	-0.104
dark horse	-0.104
second base	-0.104
put forth	-0.104
buzzed	-0.104
bathing suit	-0.104
bear fruit	-0.104
pedestrian	-0.104
old friend	-0.104
small fortune	-0.104
blue devils	-0.104
to date	-0.104
tinkering	-0.104
clinical trial	-0.104
under duress	-0.104
endpoint	-0.104
half time	-0.104
xerox	-0.104
serve up	-0.104
sensibility	-0.104
pray tell	-0.104
far from	-0.104
pass around	-0.104
tip jar	-0.104
no smoking	-0.104
nightmares	-0.104
quarterly	-0.104
zero sum	-0.104
escape	-0.104
phantom	-0.104
answer for	-0.104
wed	-0.104
arm up	-0.104
mass murder	-0.104
by myself	-0.104
beyond me	-0.104
bind	-0.104
without doubt	-0.104
time capsule	-0.104
filter in	-0.104
file for	-0.104
instead of	-0.104
for kicks	-0.104
unbridled	-0.104
grind up	-0.104
pizza place	-0.104
boot up	-0.104
cerebral palsy	-0.104
baby father	-0.104
in use	-0.104
count towards	-0.104
be onto	-0.104
nursing school	-0.104
bus lane	-0.104
treachery	-0.104
buy back	-0.104
pump out	-0.104
already	-0.104
sour grapes	-0.104
drift off	-0.104
rife with	-0.104
sign out	-0.104
hoodie	-0.104
web site	-0.104
cutting board	-0.105
inhibit	-0.106
mien	-0.106
cylinder	-0.106
nicotine	-0.106
golf	-0.106
gob	-0.106
heretic	-0.106
hart	-0.106
curvature	-0.106
coax	-0.106
jumbo	-0.106
agitation	-0.106
intramural	-0.106
balsamic	-0.106
sunburn	-0.106
versus	-0.106
petrify	-0.106
crotch	-0.106
head home	-0.106
offing	-0.106
gentleness	-0.106
airlock	-0.106
auntie	-0.106
sordid	-0.106
deference	-0.106
outsider	-0.106
annulment	-0.106
odd one	-0.106
glossary	-0.106
matinee	-0.106
outdoor	-0.106
footloose	-0.106
ligature	-0.106
unbearable	-0.106
autism	-0.106
arsenic	-0.106
cakewalk	-0.106
deli	-0.106
chromium	-0.106
taken over	-0.106
lingo	-0.106
black belt	-0.106
duo	-0.106
no problem	-0.108
dawn on	-0.108
chip cookie	-0.108
taken in	-0.108
offence	-0.108
inaccessible	-0.108
flowery	-0.108
hotyoga	-0.108
take offense	-0.108
trickster	-0.108
hang	-0.108
melodrama	-0.108
burner	-0.108
tory party	-0.108
xanax	-0.108
rice pudding	-0.108
slack	-0.108
pollen count	-0.108
kick out	-0.108
stound	-0.108
sardonic	-0.108
second home	-0.108
hurry up	-0.108
sick joke	-0.108
greek alphabet	-0.108
peppermint oil	-0.108
although	-0.108
washroom	-0.108
paid out	-0.108
come as	-0.108
holy ghost	-0.108
drive off	-0.108
anxietyattack	-0.108
gaping hole	-0.108
on parole	-0.108
cream soda	-0.108
nanometer	-0.108
penalty kick	-0.108
illegal immigrant	-0.108
zero tolerance	-0.108
say what	-0.108
have reason	-0.108
spend on	-0.108
collar	-0.108
coconut water	-0.108
at peace	-0.108
rye bread	-0.108
gearing up	-0.108
cluster	-0.108
held	-0.108
thought out	-0.108
chicken sandwich	-0.108
single file	-0.108
parking garage	-0.108
sit up	-0.108
wheel	-0.108
parsimonious	-0.108
life insurance	-0.108
rent	-0.108
blow over	-0.108
take advice	-0.108
fortune cookie	-0.108
water pressure	-0.108
funny bone	-0.108
pileup	-0.108
beach ball	-0.108
case of	-0.108
incognito	-0.108
absorption	-0.108
subplot	-0.108
commentary	-0.108
vietnam war	-0.108
do so	-0.108
speed bump	-0.108
set against	-0.108
seventy	-0.108
oodles	-0.108
ajar	-0.108
bay area	-0.108
get in	-0.108
recluse	-0.108
grocery	-0.108
bonbon	-0.108
garbage truck	-0.108
behind	-0.108
one side	-0.108
hand up	-0.108
i figure	-0.108
prime	-0.108
signpost	-0.108
birth rate	-0.108
before hand	-0.108
like	-0.108
analogue	-0.108
wrathful	-0.108
wanker	-0.108
take to	-0.108
harassing	-0.108
start back	-0.108
hear about	-0.108
red flag	-0.108
masquerade	-0.108
online	-0.108
sled	-0.108
do by	-0.108
hair dresser	-0.108
ring with	-0.108
leaf blower	-0.108
pound sand	-0.108
deep end	-0.108
more so	-0.108
cursing	-0.108
hiking boot	-0.108
next	-0.108
money hungry	-0.108
bask in	-0.108
cake walk	-0.108
pub	-0.108
tailings	-0.108
gay rights	-0.108
snooty	-0.108
baby sitter	-0.108
vancouver	-0.108
beat to	-0.108
hot rod	-0.108
suv	-0.108
discretionary	-0.108
wine bottle	-0.108
departmental	-0.108
hot seat	-0.108
stand in	-0.108
boat load	-0.108
chicken coop	-0.108
flat cap	-0.108
penalty shot	-0.108
anyway	-0.108
sow	-0.108
joke around	-0.108
warehouse	-0.108
opposite sex	-0.108
fend off	-0.108
pole dancing	-0.108
swoop	-0.108
fiat	-0.108
sail away	-0.108
pier	-0.110
prayforme	-0.110
sander	-0.110
cattle	-0.110
loath	-0.110
abdominal	-0.110
listen	-0.110
husbandry	-0.110
wintry	-0.110
portage	-0.110
unavoidable	-0.110
prenatal	-0.110
vulgar	-0.110
cervical	-0.110
asylum	-0.110
unholy	-0.110
subduction	-0.110
recurring	-0.110
quartile	-0.110
inner circle	-0.110
steamy	-0.110
atrocious	-0.110
jumbled	-0.110
sundown	-0.110
huddle	-0.110
pollution	-0.110
bustle	-0.110
disapprove	-0.110
sag	-0.110
blush	-0.110
textural	-0.110
delineate	-0.110
unpack	-0.110
diagram	-0.110
housekeeping	-0.110
dorsal	-0.110
woodpecker	-0.110
visit	-0.110
slight anticipation	-0.110
aground	-0.110
yuletide	-0.110
rascal	-0.110
coin	-0.110
room	-0.110
stoppage	-0.110
vertigo	-0.110
silicon	-0.110
idiom	-0.110
string	-0.110
yuppie	-0.110
traffic light	-0.110
vial	-0.110
orange juice	-0.110
accessory	-0.110
belt	-0.110
portraiture	-0.110
alabaster	-0.110
runt	-0.110
mambo	-0.110
fulcrum	-0.110
amphibious	-0.110
depreciate	-0.110
corkscrew	-0.110
gooey	-0.110
convex	-0.110
hypodermic	-0.110
dripper	-0.111
thinness	-0.111
clothespin	-0.111
scarification	-0.111
painlessly	-0.111
hardly	-0.111
inkblot	-0.111
untypical	-0.111
bottlelike	-0.111
bulgy	-0.111
gnu	-0.111
unrepeatable	-0.111
watercolor	-0.111
unspeakably	-0.111
nonstudent	-0.111
snorter	-0.111
undisbursed	-0.111
faultfinder	-0.111
cheesecloth	-0.111
intermitted	-0.111
sardines	-0.111
uneaten	-0.111
nostrum	-0.111
ricotta	-0.111
gravedigger	-0.111
earplug	-0.111
swingy	-0.111
snowsuit	-0.111
sunbathe	-0.111
lapboard	-0.111
off	-0.111
footmark	-0.111
terrapin	-0.111
someplace	-0.111
birdlike	-0.111
loveable	-0.111
attractable	-0.111
pence	-0.111
informally	-0.111
shaved	-0.111
backbreaker	-0.111
hydrotherapy	-0.111
bloodlessly	-0.111
inkstand	-0.111
rainwear	-0.111
edgewise	-0.111
companionably	-0.111
trilling	-0.111
footstone	-0.111
berrylike	-0.111
scuttlebutt	-0.111
inexpressibly	-0.111
biodegradable	-0.111
blithely	-0.111
subcellular	-0.111
nonconductor	-0.111
angelfish	-0.111
hairclip	-0.111
curbside	-0.111
settee	-0.111
beadwork	-0.111
deformational	-0.111
lungfish	-0.111
ejaculatory	-0.111
stockpot	-0.111
deciduousness	-0.111
sightseer	-0.111
companionable	-0.111
corncob	-0.111
costliness	-0.111
seminude	-0.111
creamlike	-0.111
ragweed	-0.111
bookishly	-0.111
portliness	-0.111
mechanically	-0.111
uterine	-0.111
exhalation	-0.111
jumprope	-0.111
fishtail	-0.111
wildling	-0.111
fishinghook	-0.111
bulginess	-0.111
microwatt	-0.111
dissociable	-0.111
housebroke	-0.111
badland	-0.111
knobbiness	-0.111
quaintly	-0.111
queerer	-0.111
sweet on	-0.112
orb	-0.112
long face	-0.112
hear	-0.112
tabloid	-0.112
shout	-0.112
abbey	-0.112
normality	-0.112
black tie	-0.112
dancing	-0.112
touch on	-0.112
bar none	-0.112
straddle	-0.112
flood in	-0.112
angular	-0.112
crud	-0.112
strip away	-0.112
mixed	-0.112
dredge	-0.112
gym rat	-0.112
mass grave	-0.112
maze	-0.112
chemo	-0.112
yielding	-0.112
how come	-0.112
on average	-0.112
stroll	-0.112
sun belt	-0.112
go	-0.112
get there	-0.112
choo choo	-0.112
laundering	-0.112
one third	-0.112
bucket list	-0.112
shake up	-0.112
newspaper	-0.112
try out	-0.112
scrambler	-0.112
bitter end	-0.112
lunchtime	-0.112
hostilities	-0.112
drinking age	-0.112
slow dance	-0.112
for ever	-0.112
humility	-0.112
at it	-0.112
dotted line	-0.112
roam	-0.112
mooring	-0.112
ruth	-0.112
ask to	-0.112
will not	-0.112
grrrrr	-0.112
rick	-0.112
quite a	-0.112
tree branch	-0.112
wait in	-0.112
skinny jeans	-0.112
video card	-0.112
tan	-0.112
jihad	-0.112
not negative	-0.112
go hungry	-0.112
match play	-0.112
pane	-0.112
paraphrase	-0.112
drive away	-0.112
bonny	-0.112
aftermath	-0.112
cask	-0.112
mark as	-0.112
gummy bear	-0.112
salmon	-0.112
ophthalmic	-0.112
and counting	-0.112
carpeting	-0.112
overestimate	-0.112
closing time	-0.112
assuming that	-0.112
depart	-0.112
somatic	-0.112
confined	-0.112
as from	-0.112
pretentious	-0.112
baggage claim	-0.112
backdrop	-0.112
ottoman	-0.112
blockage	-0.112
abstract	-0.112
pillow talk	-0.112
laser beam	-0.112
chassis	-0.112
dexter	-0.112
haunted house	-0.112
such that	-0.112
farmhouse	-0.112
adolescence	-0.112
wokemeup	-0.112
transistor	-0.112
hot topic	-0.112
racquetball	-0.112
glucose	-0.112
morning	-0.112
afloat	-0.112
oust	-0.112
paper trail	-0.112
withhold	-0.112
old school	-0.112
full term	-0.112
get past	-0.112
alike	-0.112
primates	-0.112
baking soda	-0.112
thief	-0.114
headdress	-0.114
detachment	-0.114
innings	-0.114
diurnal	-0.114
inexplicable	-0.114
valium	-0.114
narrative	-0.114
beady	-0.114
cytomegalovirus	-0.114
neoprene	-0.114
summerhouse	-0.114
eagerness	-0.114
cuss	-0.114
serum	-0.114
laceration	-0.114
dermal	-0.114
darkly	-0.114
pound	-0.114
embargo	-0.114
morbidity	-0.114
apartments	-0.114
fifteen	-0.114
wickedness	-0.114
offside	-0.114
placenta	-0.114
infanticide	-0.114
stoneware	-0.114
lowkey	-0.114
teller	-0.114
earful	-0.114
thickness	-0.114
holly	-0.114
foyer	-0.114
formaldehyde	-0.114
banzai	-0.114
mashed potatoes	-0.114
fumin	-0.114
inner	-0.114
sprout	-0.114
hamstring	-0.114
copycat	-0.114
orifice	-0.114
redwood	-0.114
tough times	-0.114
shipping	-0.114
fiberglass	-0.114
microwave	-0.114
townhouse	-0.114
piscina	-0.114
cornea	-0.114
coloration	-0.114
isle	-0.114
granular	-0.114
carrying	-0.114
whoop	-0.114
lye	-0.114
virus	-0.114
flank	-0.114
riveted	-0.114
package	-0.114
pastime	-0.114
grid	-0.114
improvised	-0.114
dramatic	-0.114
heresy	-0.114
lip	-0.114
softness	-0.115
schizophrenic	-0.115
goblet	-0.116
speakeasy	-0.116
egregious	-0.116
user	-0.116
intake	-0.116
class struggle	-0.116
du jour	-0.116
gammon	-0.116
step out	-0.116
disgruntled	-0.116
tragedies	-0.116
imitated	-0.116
escalade	-0.116
unsupervised	-0.116
battery	-0.116
briefcase	-0.116
sneaking suspicion	-0.116
merengue	-0.116
nicotine addiction	-0.116
living room	-0.116
commonplace	-0.116
tree	-0.116
swank	-0.116
tranquility	-0.116
saturated	-0.116
martyrdom	-0.116
snail mail	-0.116
doom	-0.116
pensioner	-0.116
hair mask	-0.116
geisha	-0.116
by night	-0.116
guess	-0.116
semblance	-0.116
quay	-0.116
epitaph	-0.116
pinball	-0.116
chemical peel	-0.116
chili dog	-0.116
whirlpool	-0.116
as usual	-0.116
incestuous	-0.116
ohdear	-0.116
chaotic	-0.116
occlusion	-0.116
trousers	-0.116
sonorous	-0.116
swordfish	-0.116
pituitary	-0.116
vacay	-0.116
flywheel	-0.116
loosen up	-0.116
intervening	-0.116
sensory	-0.116
impostor	-0.116
flatten	-0.116
hopper	-0.116
spare room	-0.116
bluddy	-0.116
running	-0.116
eerie	-0.116
notebook	-0.116
conversing	-0.116
aroma	-0.116
solubility	-0.116
friggen	-0.116
engraving	-0.116
gametime	-0.116
fire back	-0.116
fixer upper	-0.116
fall through	-0.116
snow fall	-0.116
growls	-0.116
preppy	-0.116
flat out	-0.116
euchre	-0.116
lunatic	-0.116
aloha	-0.118
informal	-0.118
jack	-0.118
drinker	-0.118
lien	-0.118
antifungal	-0.118
boutique	-0.118
blurt	-0.118
no wonder	-0.118
shoplifting	-0.118
coastline	-0.118
schoolboy	-0.118
eavesdropping	-0.118
halo	-0.118
boomer	-0.118
abrasion	-0.118
must	-0.118
beeper	-0.118
analgesic	-0.118
cobalt	-0.118
fiction	-0.118
bugaboo	-0.118
black box	-0.118
consult	-0.118
freshman	-0.118
mead	-0.118
elders	-0.118
courier	-0.118
occupied	-0.118
whiskey	-0.118
luncheon	-0.118
lowdown	-0.118
somuchtodo	-0.118
plumbing	-0.118
annotate	-0.118
unorthodox	-0.118
stateroom	-0.118
terminate	-0.118
suburb	-0.118
accustomed	-0.118
disdain	-0.118
second cousin	-0.118
offshore	-0.118
repel	-0.118
blackface	-0.118
pliers	-0.118
case	-0.118
pissesmeoff	-0.118
compost	-0.118
busboy	-0.118
entrapment	-0.118
stamp	-0.118
black beans	-0.118
wiz	-0.118
ornament	-0.118
algebraic	-0.118
tourmaline	-0.118
segment	-0.120
suffocate	-0.120
barmaid	-0.120
snowday	-0.120
sight of	-0.120
deleterious	-0.120
cacophony	-0.120
barney	-0.120
regular guy	-0.120
notamorningperson	-0.120
segregate	-0.120
staircase	-0.120
wreak havoc	-0.120
handball	-0.120
yeahhhh	-0.120
dungeon	-0.120
chapel	-0.120
mahjong	-0.120
ramble	-0.120
glass door	-0.120
kneecap	-0.120
greyhound	-0.120
numbers	-0.120
dontmess	-0.120
halfback	-0.120
optional	-0.120
go under	-0.120
madhouse	-0.120
carcinoma	-0.120
calculate	-0.120
leave for	-0.120
vinyl	-0.120
brimstone	-0.120
dog on	-0.120
footbridge	-0.120
eve	-0.120
conga	-0.120
iterate	-0.120
pivot	-0.120
book on	-0.120
wisdom teeth	-0.120
railing	-0.120
rubbing	-0.120
probation	-0.120
kaput	-0.120
schoolyard	-0.120
madness	-0.120
teens	-0.120
pliable	-0.120
rigging	-0.120
signed off	-0.120
dontmesswithme	-0.120
mobile home	-0.120
pap smear	-0.120
deal in	-0.120
defloration	-0.121
beta	-0.122
yeah	-0.122
cost	-0.122
disastrous	-0.122
nighttime	-0.122
ship	-0.122
peruse	-0.122
fifty	-0.122
skip	-0.122
material	-0.122
basso	-0.122
disturbing	-0.122
asphalt	-0.122
buckled	-0.122
vanity	-0.122
improbable	-0.122
motto	-0.122
morning after	-0.122
screwdriver	-0.122
attached	-0.122
veranda	-0.122
sociopath	-0.122
fink	-0.122
pullover	-0.122
perpendicular	-0.122
cashmere	-0.122
ohgod	-0.122
high risk	-0.122
metrology	-0.122
carjack	-0.122
itinerant	-0.122
sidewinder	-0.122
times	-0.122
ancient	-0.122
westbound	-0.122
truncated	-0.122
swindle	-0.122
bard	-0.122
plodding	-0.122
hooded	-0.122
horizontally	-0.122
breakers	-0.122
a further	-0.122
neuralgia	-0.122
intolerable	-0.122
driftwood	-0.122
vacuolar	-0.122
obsessed	-0.122
monk	-0.122
homeopathy	-0.122
brownstone	-0.122
camber	-0.122
in passing	-0.122
en masse	-0.122
novel	-0.122
cherry bomb	-0.124
appendage	-0.124
implicated	-0.124
particle	-0.124
lighten up	-0.124
guest room	-0.124
prostate	-0.124
pull on	-0.124
thursday	-0.124
thanks to	-0.124
infield	-0.124
rein	-0.124
handing over	-0.124
let go	-0.124
peeve	-0.124
inwards	-0.124
stomp	-0.124
in with	-0.124
globular	-0.124
palm oil	-0.124
pertaining to	-0.124
peace sign	-0.124
stop light	-0.124
drawbridge	-0.124
pointy	-0.124
aortic	-0.124
sunday school	-0.124
there are	-0.124
outage	-0.124
usurped	-0.124
nebula	-0.124
chances are	-0.124
little people	-0.124
shut up	-0.124
horror	-0.124
black ice	-0.124
hectic	-0.124
look alike	-0.124
caboose	-0.124
temper tantrum	-0.124
peppy	-0.124
class war	-0.124
out front	-0.124
tripe	-0.124
put towards	-0.124
big issue	-0.124
lean	-0.124
merch	-0.124
format	-0.124
somewhere	-0.124
hunky	-0.124
mirror	-0.124
sit around	-0.124
piano	-0.124
staple	-0.124
distal	-0.124
hunger strike	-0.124
exit strategy	-0.124
first half	-0.124
harpsichord	-0.124
butler	-0.124
held that	-0.124
coffee pot	-0.124
get used	-0.124
risk	-0.124
drive down	-0.124
stomach	-0.124
tenderfoot	-0.124
countrymusic	-0.124
bordering	-0.124
fine dining	-0.124
agoraphobia	-0.124
admixture	-0.124
bloody nose	-0.124
bicarbonate	-0.124
flashing	-0.124
virulence	-0.124
tablet	-0.124
jotter	-0.125
sledded	-0.125
potting	-0.125
unruliness	-0.125
preen	-0.125
unthread	-0.125
translucently	-0.125
intractability	-0.125
cryptogenic	-0.125
spermatogenesis	-0.125
insensitiveness	-0.125
symptomless	-0.125
thirstily	-0.125
terrarium	-0.125
shirttail	-0.125
crinkly	-0.125
ricer	-0.125
suburbanite	-0.125
rotavirus	-0.125
nippiness	-0.125
desensitization	-0.125
sheerness	-0.125
tapper	-0.125
monocular	-0.125
billowy	-0.125
eyebath	-0.125
sis	-0.125
mocker	-0.125
needn	-0.125
undertone	-0.125
dreamful	-0.125
warless	-0.125
chakra	-0.125
slapper	-0.125
parsonage	-0.125
indeterminism	-0.125
heckle	-0.125
paternalistically	-0.125
knockabout	-0.125
bobber	-0.125
intrusively	-0.125
polystyrene	-0.125
protoplasm	-0.125
hinderer	-0.125
habituation	-0.125
absorbedly	-0.125
billabong	-0.125
unexpended	-0.125
veganism	-0.125
breadstick	-0.125
unreported	-0.125
disimpassioned	-0.125
whacky	-0.125
illuminable	-0.125
slaw	-0.125
satiable	-0.125
prejudge	-0.125
endometrial	-0.125
luckily	-0.125
finiteness	-0.125
dishtowel	-0.125
groundcover	-0.125
inconvincible	-0.125
digressively	-0.125
blackish	-0.125
fancies	-0.125
oilpaper	-0.125
yeasty	-0.125
dost	-0.125
vivisection	-0.125
gasworks	-0.125
peripherally	-0.125
rehabilitative	-0.125
backyarder	-0.125
meshwork	-0.125
shedding	-0.125
unrushed	-0.125
climatically	-0.125
tuber	-0.125
ravishment	-0.125
iciness	-0.125
headwater	-0.125
disinterestedly	-0.125
hyperextend	-0.125
scandalously	-0.125
