term	valence
broadcasting	0.084
aga	0.084
clutches	0.084
heavily	0.084
shore	0.084
bearable	0.084
geometric	0.084
vibratory	0.084
rain	0.084
laudation	0.084
window	0.084
edition	0.084
situated	0.084
sift	0.084
tally	0.084
quay	0.084
pastrami	0.084
policeman	0.084
sender	0.084
symmetrical	0.084
unopened	0.084
longitudinal	0.084
small	0.084
defensive	0.084
entity	0.084
prolongation	0.084
mike	0.084
rind	0.084
headgear	0.084
washed	0.084
mistletoe	0.084
mug	0.084
atleast	0.084
nymph	0.084
peanuts	0.084
airborne	0.084
terrestrial	0.084
statue	0.084
hoopla	0.084
close by	0.084
crust	0.084
chuck	0.084
tgif	0.084
phonetic	0.084
example	0.084
sausage	0.084
staple	0.084
statics	0.084
muff	0.084
cagey	0.084
regulation	0.084
mast	0.084
spotter	0.084
extricate	0.084
cymbal	0.084
unaffected	0.084
seat	0.084
turmeric	0.084
distinct	0.084
hairy	0.084
penitent	0.084
toaster	0.084
carpeting	0.084
accustomed	0.084
trick	0.084
ninja	0.084
stockpile	0.084
staring	0.084
cleavage	0.084
prose	0.084
insemination	0.084
morn	0.084
profusion	0.084
typewriter	0.084
fencing	0.084
auctioneer	0.084
guesser	0.084
acoustic	0.084
sarsaparilla	0.084
administrative	0.084
hand	0.084
gloves	0.084
clambake	0.084
resilient	0.084
kernel	0.084
neonatal	0.084
leopard	0.084
bellboy	0.084
magnesium	0.084
untie	0.084
tuba	0.084
critter	0.084
directed	0.084
microwave	0.084
fly into	0.084
dominion	0.084
electric slide	0.084
thereof	0.084
utopian	0.084
lines	0.084
nightlife	0.084
rest on	0.084
parabola	0.084
endpapers	0.084
mend	0.084
convertible	0.084
soluble	0.084
resonant	0.084
mechanics	0.084
items	0.084
alabaster	0.084
generalization	0.084
antelope	0.084
intending	0.084
dominance	0.084
downriver	0.084
erectile	0.084
curved	0.084
measured	0.084
gaggle	0.084
foal	0.084
discus	0.084
wand	0.084
preppy	0.084
panoramic	0.084
canoe	0.084
exterior	0.084
describe	0.084
clearance	0.084
transparent	0.084
contain	0.084
waistcoat	0.084
airship	0.084
hull	0.084
ostensible	0.084
episcopal	0.084
bisexually	0.083
microtubule	0.083
should	0.083
bondholder	0.083
federalist	0.083
libertarian	0.083
nonindustrial	0.083
radioscopy	0.083
exhibiter	0.083
biometric	0.083
crisscross	0.083
erecter	0.083
epoxy	0.083
featherbed	0.083
seawall	0.083
woodcutting	0.083
triceratops	0.083
englishman	0.083
clearinghouse	0.083
implicitly	0.083
chromolithographer	0.083
redetermination	0.083
carmaker	0.083
transfix	0.083
forwarder	0.083
theologically	0.083
linseed	0.083
beerhouse	0.083
microbiologic	0.083
filterable	0.083
ironsmith	0.083
pickaxe	0.083
logistician	0.083
beetroot	0.083
cowpoke	0.083
exclamatorily	0.083
crypto	0.083
historically	0.083
schoolroom	0.083
megaphone	0.083
vestry	0.083
karat	0.083
endocrine	0.083
forelimb	0.083
lymphoblast	0.083
nailbrush	0.083
breastplate	0.083
agencies	0.083
radiologic	0.083
analogist	0.083
typesetting	0.083
rituality	0.083
bilateralness	0.083
tactual	0.083
thermodynamically	0.083
dishware	0.083
shaped	0.083
wildcard	0.083
largely	0.083
psychometrical	0.083
postmodernist	0.083
preborn	0.083
projective	0.083
telephony	0.083
cumulatively	0.083
beltway	0.083
martially	0.083
biogenetically	0.083
circadian	0.083
pentecostal	0.083
homogenize	0.083
radiocarbon	0.083
collapsible	0.083
incorporator	0.083
interspecies	0.083
intermediation	0.083
constituently	0.083
endoskeleton	0.083
proportionately	0.083
allusively	0.083
seasonally	0.083
seafaring	0.083
normative	0.083
vulcanized	0.083
observationally	0.083
congruently	0.083
airboat	0.083
descriptively	0.083
evaluative	0.083
conjecturally	0.083
crustacean	0.083
womanlike	0.083
semanticist	0.083
rebar	0.083
ecosphere	0.083
verbally	0.083
counterproposal	0.083
corpuscular	0.083
prophetical	0.083
disaggregate	0.083
convocational	0.083
overseas	0.083
geostrategic	0.083
names	0.083
actuate	0.083
headfirst	0.083
indescribably	0.083
letterman	0.083
phosphorous	0.083
newspaperwoman	0.083
transduction	0.083
microbiological	0.083
inscribe	0.083
thymus	0.083
questioner	0.083
mitts	0.083
tapping	0.083
bricklayer	0.083
discretely	0.083
vulcan	0.083
transpiration	0.083
clubcard	0.083
polyhedral	0.083
neurosurgical	0.083
derivational	0.083
epicenter	0.083
fluoroscope	0.083
stepladder	0.083
committeeman	0.083
spectra	0.083
herbivore	0.083
legging	0.083
stepstool	0.083
humerus	0.083
polygenic	0.083
charioteer	0.083
markedly	0.083
finned	0.083
autobiographic	0.083
dilate	0.083
declamatory	0.083
troposphere	0.083
airframe	0.083
exhibitive	0.083
noncompetitive	0.083
exposit	0.083
consciously	0.083
correlational	0.083
iconoclastic	0.083
counterbid	0.083
organizationally	0.083
retransmit	0.083
hardhat	0.083
redeliver	0.083
distributable	0.083
pavestone	0.083
contiguously	0.083
roguish	0.083
resurvey	0.083
theorizer	0.083
brigadier	0.083
capping	0.083
podiatric	0.083
wrapped	0.083
swifty	0.083
corolla	0.083
still	0.083
broiler	0.083
centralizer	0.083
exhibitor	0.083
showery	0.083
hebrew	0.083
preregister	0.083
theatric	0.083
eardrum	0.083
surrealistic	0.083
conjugative	0.083
led	0.083
corpuscle	0.083
steelwork	0.083
draughtsman	0.083
derived	0.083
routinely	0.083
vastly	0.083
parthenogenesis	0.083
thermoelectricity	0.083
electrode	0.083
plotline	0.083
mimeograph	0.083
bicep	0.083
biomass	0.083
singleness	0.083
saleroom	0.083
impromptu	0.082
viking	0.082
trailer	0.082
scribe	0.082
resonance	0.082
metamorphosis	0.082
eclipse	0.082
sardine	0.082
end table	0.082
unwed	0.082
beehive	0.082
encomiastic	0.082
crucial	0.082
render	0.082
alchemy	0.082
preamble	0.082
ocarina	0.082
drove	0.082
proportion	0.082
longitudinally	0.082
conglomeration	0.082
neck	0.082
dragon	0.082
taper	0.082
flier	0.082
knot	0.082
ponytail	0.082
embark	0.082
vendor	0.082
twain	0.082
survival	0.082
wallaby	0.082
dealership	0.082
testimonial	0.082
mare	0.082
parquet	0.082
raccoon	0.082
political campaign	0.082
oversee	0.082
loudly	0.082
clamp	0.082
inner voice	0.082
bagpipes	0.082
asterisk	0.082
line	0.082
piggy	0.082
tide	0.082
munch	0.082
bicentennial	0.082
grapevine	0.082
cell	0.082
backwoods	0.082
getup	0.082
encomium	0.082
tomato sauce	0.082
mathematician	0.082
alias	0.082
modifiable	0.082
fairway	0.082
theme	0.082
abovementioned	0.082
adulthood	0.082
stare	0.082
feminism	0.082
flyboy	0.082
strung out	0.082
aerodrome	0.082
cistern	0.082
eastbound	0.082
narrate	0.082
engrossed	0.082
setter	0.082
refund	0.082
foolhardy	0.082
cowgirl	0.082
arguments	0.082
pipe	0.082
carving	0.082
synopsis	0.082
harpsichord	0.082
pho	0.082
sonar	0.082
torrent	0.082
pheasant	0.082
maple	0.082
calendar year	0.082
melee	0.082
reelection	0.082
hippopotamus	0.082
eyewitness	0.082
potato	0.082
ana	0.082
antidote	0.082
collagen	0.082
operative	0.082
pussycat	0.082
honeycomb	0.082
gasket	0.082
tonic	0.082
minnow	0.082
squealer	0.082
weatherproof	0.082
coloration	0.082
notary	0.082
vestibule	0.082
ping	0.082
grindstone	0.082
whopping	0.082
hovercraft	0.082
belt	0.082
derivative	0.082
mach	0.082
juju	0.082
compass	0.082
viceroy	0.082
proximal	0.082
inquiry	0.082
mason	0.082
lettering	0.082
lip	0.082
win back	0.080
teal	0.080
in place	0.080
specs	0.080
region	0.080
pensive	0.080
eight	0.080
front porch	0.080
ranking	0.080
gringo	0.080
melted cheese	0.080
bellman	0.080
wright	0.080
deposit	0.080
agate	0.080
forestall	0.080
opposition party	0.080
outreach	0.080
terrain	0.080
slurp	0.080
configuration	0.080
camel	0.080
shout out	0.080
piglet	0.080
excavation	0.080
variance	0.080
nocturnal	0.080
prim	0.080
nippy	0.080
diagnostics	0.080
kitchen counter	0.080
daresay	0.080
in front	0.080
antiques	0.080
furniture store	0.080
reroute	0.080
legislature	0.080
runny	0.080
butler	0.079
drawers	0.078
front yard	0.078
peddle	0.078
classroom	0.078
pumpkin	0.078
reverse	0.078
enumerate	0.077
want from	0.076
exhibition game	0.076
on parade	0.076
per diem	0.076
branch	0.076
awake to	0.076
administrator	0.076
occasionally	0.076
admit	0.076
you betcha	0.076
the same	0.076
know from	0.076
backbone	0.076
several states	0.076
long run	0.076
cinnamon roll	0.076
baseball cap	0.076
come to	0.076
dine out	0.076
on wheels	0.076
cayenne pepper	0.076
convocation	0.076
subdivide	0.076
cover for	0.076
state trooper	0.076
vector	0.076
cuban	0.074
unitarily	0.074
thermosetting	0.074
microarray	0.074
documental	0.074
lebanese	0.074
pupa	0.074
boneless	0.074
structuralism	0.074
capitalistic	0.074
musculoskeletal	0.074
cob	0.074
known to	0.074
investigable	0.074
hungarian	0.074
denotation	0.074
transparently	0.074
accordionist	0.074
prototypically	0.074
dialectologist	0.074
physiochemical	0.074
depolarization	0.074
mitosis	0.074
oculist	0.074
liberties	0.074
trigonometric	0.074
reassert	0.074
puzzle	0.074
rethread	0.074
pinot grigio	0.074
binocularity	0.074
glazer	0.074
expediently	0.074
westernize	0.074
reexamine	0.074
bacteriologic	0.074
ionic	0.074
push up	0.074
consecutively	0.074
tomboy	0.074
antechamber	0.074
craziest	0.074
sicilian	0.074
anode	0.074
gelatinize	0.074
bumper cars	0.074
colloquium	0.074
semitransparent	0.074
rename	0.074
clam chowder	0.074
incise	0.074
toto	0.074
drive around	0.074
ritually	0.074
symbolical	0.074
iconographical	0.074
holdfast	0.074
casework	0.074
internality	0.074
acquired	0.074
cofactor	0.074
solicitor general	0.074
big government	0.074
presbyterian	0.074
markdown	0.074
literality	0.074
ironmaster	0.074
public works	0.074
scripturally	0.074
multimodal	0.074
inexpressibly	0.074
it's snowing	0.074
nineteenth	0.074
downstream	0.074
emissive	0.074
geodynamic	0.074
videographer	0.074
stoutness	0.074
workroom	0.074
answer	0.074
shortlist	0.074
scorecard	0.074
bisexualism	0.074
privatization	0.074
outdraw	0.074
alphabetical	0.074
phlebotomist	0.074
preannouncement	0.074
bath time	0.074
multifarious	0.074
protectorate	0.074
quiescence	0.074
mentionable	0.074
operating room	0.074
concerned with	0.074
apropos of	0.074
realign	0.074
inductively	0.074
matrimonially	0.074
inhabitancy	0.074
graphically	0.074
austrian	0.074
predefine	0.074
ohio	0.074
credenza	0.074
phytoplankton	0.074
scorekeeper	0.074
awww	0.074
multiplicative	0.074
bacteriological	0.074
videodisc	0.074
echoer	0.074
picked up	0.074
discountable	0.074
judicative	0.074
sheetrock	0.074
recode	0.074
counterintelligence	0.074
balsawood	0.074
sleep on	0.072
air miles	0.072
cardio	0.072
carbon neutral	0.072
a little	0.072
pass along	0.072
food stamp	0.072
medical history	0.072
knew	0.072
third grade	0.072
high tide	0.072
pair up	0.072
take classes	0.072
to spare	0.072
portion	0.072
bon voyage	0.072
espresso machine	0.072
slow dance	0.072
annual meeting	0.072
read for	0.072
video clip	0.072
double as	0.072
insurance company	0.072
horse race	0.072
socialized medicine	0.072
index fund	0.072
grand rounds	0.072
let's see	0.072
bona fide	0.072
chief executive	0.072
look here	0.072
mountain bike	0.072
news conference	0.072
apace	0.072
work clothes	0.072
work up	0.072
emergency medicine	0.072
welfare state	0.072
me too	0.072
old school	0.072
have at	0.072
click	0.072
dial up	0.072
catch phrase	0.072
settle it	0.072
lean on	0.072
all in	0.072
bend	0.071
free enterprise	0.070
math teacher	0.070
seamstress	0.070
state college	0.070
capitol	0.070
simply	0.070
overseer	0.070
human face	0.070
breve	0.070
porch	0.070
remembering	0.070
retirement plan	0.068
sea shanty	0.068
rocky road	0.068
mil	0.068
strip mall	0.068
bottoms up	0.068
chicken wings	0.068
vertically	0.068
man up	0.068
love triangle	0.068
flow from	0.068
line worker	0.068
wait for	0.068
bound for	0.068
american eagle	0.068
picker	0.068
carve out	0.068
ring in	0.068
arrive at	0.068
low-hanging fruit	0.068
get through	0.068
inside of	0.068
file with	0.068
police chief	0.068
wide awake	0.068
break free	0.068
medical procedure	0.068
white elephant	0.068
breast milk	0.068
one third	0.068
long johns	0.068
inside information	0.068
normal stuff	0.068
at rest	0.068
atlantic ocean	0.068
track with	0.068
fire away	0.068
free throws	0.068
laid back	0.068
ask to	0.068
back atcha	0.068
so much	0.068
in order	0.068
muster up	0.068
double play	0.068
fish tank	0.068
in name	0.068
political leader	0.068
take medication	0.068
guess what	0.068
andy warhol	0.068
common people	0.068
sourdough bread	0.068
call back	0.068
long sleeve	0.068
awhile	0.068
stage name	0.068
in contention	0.068
sharp cheddar	0.068
help wanted	0.068
take credit	0.068
drive by	0.068
body clock	0.068
hot springs	0.068
cash cow	0.068
given that	0.068
pleated	0.068
hold up	0.068
car park	0.068
send on	0.068
attorney general	0.068
hear of	0.068
heat	0.068
basil	0.068
trade away	0.068
numbers game	0.068
file for	0.068
in hand	0.068
point man	0.068
cab driver	0.068
buy order	0.068
service line	0.068
wind speed	0.068
be onto	0.068
find out	0.068
do justice	0.068
running joke	0.068
sit by	0.068
suit to	0.068
have in	0.068
nuclear family	0.068
depart from	0.068
bus terminal	0.068
offer up	0.068
searching	0.068
biogeographically	0.067
adaptor	0.067
talkie	0.067
wispy	0.067
deism	0.067
circumstantiation	0.067
seismographic	0.067
adherently	0.067
hydrophone	0.067
newswoman	0.067
spitted	0.067
outlier	0.067
smokehouse	0.067
signalman	0.067
photoemission	0.067
militiaman	0.067
preprogram	0.067
unstuffed	0.067
reallocation	0.067
gimlet	0.067
ritualize	0.067
climactically	0.067
theatrically	0.067
inmost	0.067
hydraulically	0.067
undulated	0.067
emphases	0.067
mesmerism	0.067
elicitation	0.067
reproductively	0.067
intertribal	0.067
primarily	0.067
federalization	0.067
phoned	0.067
diffraction	0.067
hyperbaric	0.067
pleader	0.067
elicitor	0.067
reapportionment	0.067
call in	0.066
stock up	0.066
trading card	0.066
grand total	0.066
dive in	0.066
summer solstice	0.066
jump on	0.066
catholic school	0.066
head for	0.066
huge part	0.066
even so	0.066
head over	0.066
key word	0.066
need be	0.066
flash drive	0.066
public sector	0.066
spring for	0.066
vise	0.066
labour	0.066
man cave	0.066
pass for	0.066
spring cleaning	0.066
think piece	0.066
tax deduction	0.066
bar mitzvah	0.066
lip liner	0.066
drink to	0.066
carrier	0.066
square one	0.066
potato soup	0.066
martial arts	0.066
fair weather	0.066
league season	0.066
common law	0.066
head office	0.066
fish for	0.066
piping hot	0.066
paper towel	0.066
forceful	0.066
air filter	0.066
chill out	0.066
buy from	0.066
i'd say	0.066
postal code	0.066
fix you	0.066
thought out	0.066
even out	0.066
bring over	0.066
mind control	0.066
light blue	0.066
come close	0.066
body language	0.066
pickle juice	0.066
act upon	0.066
mauve	0.066
settle on	0.066
public image	0.066
plus size	0.066
earful	0.066
food prices	0.066
board member	0.066
do work	0.066
credit to	0.066
woah	0.066
budget for	0.066
corned beef	0.066
make out	0.066
potato chip	0.066
serve up	0.066
studio audience	0.066
rest up	0.066
wild about	0.066
jump start	0.066
pasta salad	0.066
hula hoop	0.066
any day	0.066
ritz crackers	0.066
library card	0.066
get around	0.066
blue chip	0.066
entry level	0.066
cleaning lady	0.066
fruit fly	0.066
sea salt	0.066
been around	0.066
egg roll	0.066
word salad	0.066
tissue paper	0.066
bed in	0.066
built on	0.066
new blood	0.066
two piece	0.066
atm	0.066
weight room	0.066
space flight	0.066
baby blue	0.066
selection committee	0.066
phone book	0.066
gay rights	0.066
relative to	0.066
grand rapids	0.066
mama bear	0.066
join up	0.066
monetary value	0.066
cheese dip	0.066
cardboard box	0.066
set to	0.066
cool down	0.066
huge impact	0.066
big word	0.066
of choice	0.066
chew on	0.066
come on	0.066
thought of	0.066
estate agent	0.066
short sleeve	0.066
afternoon	0.066
thus far	0.066
joke around	0.066
spaced out	0.066
sold on	0.066
play into	0.064
intentional grounding	0.064
pay in	0.064
rally around	0.064
come about	0.064
next door	0.064
focal point	0.064
suppose to	0.064
result in	0.064
organized religion	0.064
red deer	0.064
foray into	0.064
unabated	0.064
rare earth	0.064
container ship	0.064
meant for	0.064
plain text	0.064
job description	0.064
hun	0.064
read up	0.064
instruction manual	0.064
rubber band	0.064
of age	0.064
get service	0.064
hahahaha	0.064
get there	0.064
gender neutral	0.064
roller rink	0.064
few	0.064
among	0.064
compare notes	0.064
training ground	0.064
blue jay	0.064
that much	0.064
make room	0.064
track suit	0.064
local radio	0.064
service provider	0.064
public places	0.064
lion	0.064
senior citizen	0.064
answering machine	0.064
record label	0.064
mass media	0.064
up with	0.064
hot chicken	0.064
graphic novel	0.064
sharpener	0.064
far west	0.064
several	0.064
cut through	0.064
land in	0.064
radio program	0.064
latest	0.064
open house	0.064
marine corps	0.064
see in	0.064
physical therapy	0.064
ring with	0.064
spare time	0.064
at ease	0.064
keep from	0.064
past weekend	0.064
dusk	0.064
mailing address	0.064
first floor	0.064
spend money	0.064
long for	0.064
omg	0.064
soft on	0.064
binge watching	0.064
powerpoint presentation	0.064
little dog	0.064
serve as	0.064
teletype	0.064
industrial revolution	0.064
taxi driver	0.064
fast lane	0.064
civil liberties	0.064
synagogue	0.062
sleeve	0.062
common thread	0.062
sauerkraut	0.062
network	0.062
campaigning	0.062
brooch	0.062
predisposed	0.062
adoptive	0.062
infantry	0.062
sinus	0.062
secret service	0.062
palm	0.062
submission	0.062
repurchase	0.062
investigation	0.062
hemisphere	0.062
electromagnetic	0.062
miscellaneous	0.062
life form	0.062
torch	0.062
paisley	0.062
stopover	0.062
context	0.062
circumvention	0.062
passe	0.062
apparently	0.062
navy	0.062
starboard	0.062
tradesman	0.062
stagger	0.062
perch	0.062
insular	0.062
collateral	0.062
proctologist	0.062
atlas	0.062
inbound	0.062
compaction	0.062
puff	0.062
whoo	0.062
eighth	0.062
rank	0.062
ask	0.062
gallon	0.062
fittings	0.062
watchdog	0.062
motor	0.062
in depth	0.062
tape	0.062
motel	0.062
midwife	0.062
phew	0.062
starter pack	0.062
waxed	0.062
police work	0.062
councilman	0.062
prune	0.062
trustee	0.062
dermatologist	0.062
outrun	0.062
aforesaid	0.062
manpower	0.062
plug	0.062
concluding	0.062
serif	0.062
eyeglass	0.062
settlor	0.062
closet	0.062
hole	0.062
meek	0.062
furlough	0.062
newscast	0.062
mart	0.062
envoy	0.062
biggie	0.062
mardi gras	0.062
vet	0.062
retinal	0.062
breezy	0.062
pronunciation	0.062
untouched	0.062
sales team	0.062
reparation	0.062
mica	0.062
jellyfish	0.062
auditory	0.062
vindication	0.062
glasses	0.062
amendment	0.062
lot	0.062
prescribed	0.062
trot	0.062
restart	0.062
nostress	0.062
ruse	0.062
reform	0.062
atmospheric	0.062
pilgrim	0.062
pumpkin patch	0.062
no doubt	0.062
account	0.062
